"BGCI.GardenID","CountryCode","Institution","City","State","IHCODE","InstitutionType","Latitude","Longitude"
1,"KZ","Botanical Garden$$ Institute of Botany and Phytointroduction","Almaty","Null","AA","Botanic Garden",43.2757,76.9292
2,"US","Arnold Arboretum of Harvard University$$ The","Boston","Massachusetts","AAH","Botanic Garden",42.307705,-71.119909
3,"DK","University of Aarhus Botanical Institute","Aarhus","Null","AAU","Botanic Garden",56.1581,10.212
4,"AU","Botanic Gardens of Adelaide","Adelaide","South Australia","AD","Botanic Garden",-34.918446,138.611954
5,"NZ","Auckland Botanic Gardens","Auckland","Null","AUCK","Botanic Garden",-37.007387,174.904988
6,"CA","Devonian Botanic Garden","Edmonton","Alberta","ALTA","Botanic Garden",53.40844,-113.75736
7,"KZ","Altai Botanic Garden","Leninogorsk","Null","ALTG","Botanic Garden",50.3526,83.5102
8,"NL","Hortus Botanicus Amsterdam","AMSTERDAM","Null","AMD","Botanic Garden",52.3678,4.9177
9,"MX","Asociacion Mexicana de Orquideologia A.C.","Mexico City","Distrito Federal","AMO","Botanic Garden",19.427,-99.1275
10,"RU","Dendropark of the Technical University","Arkhangelsk","Null","ARK","Botanic Garden",64.5369,40.5655
11,"RU","Dendropark of the Northern Research Institute of Forestry","Arkhangelsk","Null","ARKH","Botanic Garden",64.5369,40.5655
12,"TM","Central Botanic Garden","Ashkhabad","Null","ASH","Botanic Garden",37.9509,58.3794
13,"UA","Dendropark of Ukraine Institute of Cattle Breeding","Askania Nova","Chaplin District","ASKN","Other",46.46015,33.8774
14,"GR","Julia & Alexander N. Diomides Botanic Garden","Athens","Null","ATHD","Botanic Garden",37.9894,23.7444
15,"GR","Botanic Garden of Athens University","Athens","Null","ATHU","Botanic Garden",37.9894,23.7444
16,"RU","Hortus Botanicus Kabardino-Balkar State Farm","Nalchik","Null","AUBSN","Botanic Garden",43.4869,43.6029
17,"NL","Hortus Botanicus Vrije Universiteit","Amsterdam","Null","AVU","Botanic Garden",52.3301,4.8434
18,"BE","The Royal Zoological Society of Antwerp","Antwerp","Belgium","AWH","Zoological Institution",51.2049,4.4141
19,"DE","Botanischer Garten und Botanisches Museum Berlin-Dahlem","Berlin","Berlin","B","Botanic Garden",52.45,13.3
20,"AR","Jardín Botánico NullCarlos ThaysNull","Buenos Aires","Buenos Aires","BAJ","Botanic Garden",-34.5828,-58.419
21,"AZ","Botanical Garden Komarov$$ Herbarium & Baku Botanical Institute","Baku","Null","BAK","Botanic Garden",40.3834,49.8932
22,"AZ","Azerbaijan National Academy of Sciences Mardakan Dendrary","baku","BAKU","BAKP","Botanic Garden",40.4841,50.1651
23,"GE","Batumi Botanical Garden","Batumi","Georgia","BATU","Botanic Garden",41.6517,41.6561
4941,"CA","Joan of Arc Garden","Quebec","Quebec","Null","Botanic Garden",46.80192,-71.22066
24,"UA","The State Dendrological Park NullAlexandriaNull of Ukrainian National Academy of Sciences","Belaja Tserkov","Null","BELA","Botanic Garden",49.81185,30.06715
25,"RU","Dendropark of I.V. Michurin","Berdsk","Null","BERD","Botanic Garden",54.7635,83.1034
26,"IT","Orto Botanico di Bergamo NullLorenzo RotaNull","Bergamo","Null","BERG","Botanic Garden",45.7013,9.6644
27,"CH","Botanischer Garten der Universitat Bern","Null","CH-3013 Bern","BERN","Botanic Garden",46.9479,7.4481
28,"US","Rae Selling Berry Seed Bank (formerly Berry Botanic Garden seed bank)","Portland","Oregon","BERR","Gene/Seed Bank",45.442464,-122.662008
29,"FR","Jardin Botanique de la Ville et de l'Universite de BESANCON","Besancon","Null","BESN","Botanic Garden",47.2412,6.0255
30,"NO","Arboretum and Botanic Garden$$ University of Bergen","Bergen","Null","BG","Botanic Garden",60.388,5.3318
31,"AM","Yerevan Botanic Garden","Yerevan","Null","BGAAS","Botanic Garden",40.1666,44.5166
32,"GB","Bath Botanical Gardens","Bath","Null","BHBG","Botanic Garden",51.387423,-2.37809
34,"GB","University of Birmingham Botanic Garden at Winterbourne","Birmingham","Null","BIRM","Botanic Garden",52.453445,-1.924838
35,"GE","Bakuriani Alpine Botanical Garden","Village Bakuriani","Null","Null","Botanic Garden",41.759508,43.521094
36,"ES","Jardí Botànic Marimurtra","Blanes","Null","BLAN","Botanic Garden",41.4036,2.4804
37,"GB","Birmingham Botanical Gardens and Glasshouses","Birmingham","West Midlands","BMBG","Botanic Garden",52.466492,-1.929637
38,"RU","Dendrogarden of the Siberian Res. Hort. Institute","Barnaul","Null","BNUL","Other",53.3563,83.7616
39,"ID","Center for Plant Conservation - Bogor Botanic Gardens","Bogor","Java","BO","Botanic Garden",-6.5959,106.79
40,"ID","Cibodas Botanic Gardens","Cianjur","west Java","BO(C)","Botanic Garden",-6.8648,107.6315
41,"ID","Purwodadi Botanic Garden","Pasuruan","East Java","BO(P)","Botanic Garden",-7.9392,112.9528
42,"DE","Botanischer Garten der Ruhr-Universität Bochum","Bochum","Null","BOCH","Botanic Garden",51.4451,7.258
43,"FR","Jardin Botanique de Bordeaux","Bordeaux","Null","BORD","Botanic Garden",44.846483,-0.563403
44,"BE","Botanic Garden Meise","Meise","Null","BR","Botanic Garden",50.9166,4.3166
45,"FR","Conservatoire Botanique National du Brest","Brest","Null","BRES","Botanic Garden",48.4081,-4.4995
46,"CH","Parco Botanico del Cantone Ticino$$","Brissago","Null","BRISS","Botanic Garden",46.1191,8.7115
47,"GB","University of Bristol Botanic Garden","Bristol","Null","BRIST","Botanic Garden",51.477419,-2.625977
48,"RU","The Botanical Garden and Arboretum","Bryansk","Null","BRYA","Botanic Garden",53.3106,34.3003
49,"IN","Experimental Botanical Gardens","Pune","Null","BSI","Botanic Garden",18.5204,73.8566
50,"HU","Dept. of Bot. & Soroksar Botanic Garden","Budapest","Null","BUSCR","Botanic Garden",47.4763,19.0224
51,"DK","Botanical Garden$$ Natural History Museum of Denmark","Copenhagen","Null","C","Botanic Garden",55.6833,12.5666
52,"AU","The Cairns Botanic Gardens","Cairns","Queensland","CAIR","Botanic Garden",-16.8989865,145.7477678
53,"IN","Acharya Jagadish Chandra Bose Indian Botanic Garden","Howrah","West Bengal","CAL","Botanic Garden",22.6507,88.2658
54,"US","San Francisco Botanical Garden","San Francisco","California","CAS","Botanic Garden",37.767058,-122.467073
55,"AU","Australian National Botanic Gardens","Canberra","Australian Capital Territory","CBG","Botanic Garden",-35.278594,149.108481
56,"FR","Jardin Botanique NullLes CedresNull","St Jean Cap Ferrat","Alpes Maritimes","CED","Botanic Garden",43.6962,7.3287
57,"GB","Cambridge University Botanic Garden","Cambridge","Null","CGG","Botanic Garden",52.194368,0.126369
58,"GB","Chelsea Physic Garden","London","Null","CHEL","Botanic Garden",51.48451,-0.162304
59,"UA","Jurij Fedkovich National University Botanic Garden","Chernivtsi","Null","CHER","Botanic Garden",48.28029,25.93631
60,"US","Chicago Botanic Garden","Glencoe","Illinois","CHIC","Botanic Garden",42.152317,-87.786276
61,"MD","Botanical Garden Institute$$ Academy of Sciences of Moldova","Chisinau","Null","CHIS","Botanic Garden",47.0167,28.8497
62,"UA","The Botanical Garden of the Pedagogical Institute","Cherkassy","Null","CHKS","Botanic Garden",49.42689,32.05703
63,"NZ","Christchurch Botanic Gardens","Christchurch","Null","CHRC","Botanic Garden",-43.529931,172.619869
64,"CO","Jardín Botánico José Celestino Mutis","Bogotá D.C.","Null","COL","Botanic Garden",4.6098,-74.082
65,"ES","Jardin Botanico de Cordoba","Cordoba","Null","COSP","Botanic Garden",37.8713,-4.7941
66,"US","UC Davis Arboretum","Davis","California","DAV","Botanic Garden",38.53003,-121.76253
67,"IE","National Botanic Gardens$$ Glasnevin","Dublin","Null","DBN","Botanic Garden",53.3788,-6.2437
68,"NL","Botanic Garden$$ Delft University of Technology","Delft","Null","DELF","Botanic Garden",51.9984,4.3759
69,"US","Desert Botanical Garden","Phoenix","Arizona","DES","Botanic Garden",33.45982,-111.94931
70,"GB","Durham University Botanic Garden","Durham City","Null","DHM","Botanic Garden",54.762471,-1.575036
71,"DE","Botanischer Garten der Technischen Universitaet Dresden","Dresden","Null","DR","Botanic Garden",51.0524,13.771
72,"UA","The State University Botanical Garden","Dniepropetrovsk","Null","DSU","Botanic Garden",48.43589,35.04282
73,"UA","Donetsk Botanical Garden","Donetsk","Donetsk region","DTSK","Botanic Garden",48.00958,37.8785
74,"NZ","Dunedin Botanic Garden","Dunedin","Null","DUN","Botanic Garden",-45.857458,170.521135
75,"DE","Botanical Garden University of Duesseldorf","Dusseldorf","Null","DUSS","Botanic Garden",51.225,6.7756
76,"KZ","Dzhezkazgan Botanical Garden","Dzhezkazgan","Null","DZHB","Botanic Garden",47.7755,67.6878
77,"KZ","Experimental Field","Dzhezkazgan","Null","DZHE","Other",47.7755,67.6878
78,"GB","Royal Botanic Garden Edinburgh","Edinburgh","City of Edinburgh","E","Botanic Garden",55.965367,-3.209172
79,"NL","Botanische Tuin Elsloo","Elsloo","Null","ELSL","Botanic Garden",50.9474,5.7743
80,"DE","Botanischer Garten der Universitat Erlangen - Nurnberg","Erlangen","Null","ER","Botanic Garden",49.6032,11.0304
81,"DE","Botanischer Garten der Universität Freiburg","Freiburg","Null","FB","Botanic Garden",48.0103,7.8865
82,"US","Volunteer Park Conservatory","Seattle","Washington","FOCS","Botanic Garden",47.632041,-122.376117
83,"DE","Palmengarten der Stadt Frankfurt am Main","Frankfurt am Main","Null","FRP","Botanic Garden",50.1236,8.6628
84,"DE","Botanischer Garten der J.W. Goethe-Universitat","Frankfurt","Null","FRT","Botanic Garden",50.1236,8.6628
87,"US","Fairchild Tropical Botanic Garden","Coral Gables","Florida","FTG","Botanic Garden",25.675982,-80.275885
88,"CH","Conservatoire et Jardin botaniques de la Ville de Genève","Chambésy-Genève","Null","G","Botanic Garden",46.22,6.13
89,"SE","Göteborg Botanical Garden","Göteborg","Null","GB","Botanic Garden",57.6969,11.9863
90,"GB","Glasgow Botanic Gardens","Glasgow","Null","GBG","Botanic Garden",55.878535,-4.288232
91,"BE","Ghent University Botanic Garden","Ghent","Null","GENT","Botanic Garden",51.0333,3.7168
92,"DE","Botanischer Garten der Universitat Gottingen","Gottingen","Null","GOET","Botanic Garden",51.5326,9.9344
93,"RU","Botanical Garden Gorky State University","Gorky","Null","GORK","Botanic Garden",56.28,41.69
94,"BY","The Belorussian Agricultural Academy","Gorky","Null","GRKI","Other",53.65,28.61
95,"NL","Hortus Haren","Haren","Null","GRO","Other",53.1731,6.6029
96,"FI","Helsinki University Botanic Garden","Helsinki","Null","H","Botanic Garden",60.1833,24.95
97,"DE","Botanischer Garten der Martin-Luther-Universitat","Halle/saale","Null","HAL","Botanic Garden",50.5866,8.6756
98,"CA","Royal Botanical Gardens$$ Ontario","Burlington","Ontario","HAM","Botanic Garden",43.29096,-79.87519
4510,"CA","Plant Gene Resources of Canada","Saskatoon","Saskatchewan","Null","Gene/Seed Bank",52.13396,-106.63505
100,"DE","Biozentrum Klein Flottbek und Botanischer Garten","Hamburg","Null","HBG","Botanic Garden",53.5581,9.8433
101,"DE","Botanischer Garten der Universität Heidelberg","Heidelberg","Null","HEID","Botanic Garden",49.4166,8.6666
102,"CN","Shing Mun Arboretum$$ AFCD","Hong Kong","Hong Kong SAR","HK","Botanic Garden",22.3813,114.1686
103,"CN","Hong Kong Zoological and Botanic Gardens","Hong Kong","Null","HKUS","Botanic Garden",22.3813,114.1686
104,"US","Harold L. Lyon Arboretum","Honolulu","Hawaii","HLA","Botanic Garden",21.3304548,-157.8008789
105,"GB","Thwaite Gardens$$ University of Hull Botanic & Experimental Garden","Hull","Null","HLU","Botanic Garden",53.77884,-0.403426
106,"US","Huntington Botanical Gardens","San Marino","California","HNT","Botanic Garden",34.1277933,-118.1094371
107,"AU","Royal Tasmanian Botanical Gardens","Hobart","TAS","HO","Botanic Garden",-42.866177,147.332425
108,"IL","Jerusalem Botanical Gardens","Jerusalem","Israel","HUJ","Botanic Garden",31.7857,35.2007
109,"FR","Conservatoire Botanique National de Porquerolles","Hyeres","Null","HYE","Other",43.0013,6.2216
110,"RO","Gradina Botanica a `Anastasie Fatu`$$ Iasi","IASI","Null","IAGB","Botanic Garden",47.2487,27.3489
111,"KZ","Iliysky Botanical Garden of","Bakanas","Null","ILIY","Botanic Garden",44.822,76.2677
112,"RU","Botanical Garden of Irkutsk State University / Ботанический сад Иркутский госуниверситет","Irkutsk","Irkutsk oblast","BAIKL","Botanic Garden",52.2666,104.3333
113,"US","University of California$$ Irvine Arboretum and Herbarium","Irvine","California","IRVC","Botanic Garden",33.66422,-117.853387
114,"GB","Royal Botanic Gardens$$ Kew","Richmond","Surrey","K","Botanic Garden",51.478845,-0.296843
115,"GR","Philodassiki Botanic Garden","Athens","Null","KAIS","Botanic Garden",37.9924,23.7378
116,"RU","Immanuil Kant State University Botanical Garden / Ботанический сад БФУ имени И. Канта","Kaliningrad","Kaliningrad oblast","KALI","Botanic Garden",54.7115,20.5099
117,"UA","The Botanical Garden Pedagogical Institute","Kamenetz-podolskyj","Khmelnitsky Region","KAPO","Botanic Garden",48.66869,26.58077
118,"KZ","Karaganda Botanical Garden","Karaganda","Null","KARA","Botanic Garden",50.0666,54.8666
119,"LT","Kaunas Botanical Garden","KAUNAS","Null","KAUN","Botanic Garden",54.8968,23.8924
120,"RU","Kazan Zoobotanic Garden","Kazan","Null","KAZZ","Botanic Garden",55.7965,49.1081
121,"RU","The Dendrarium Kubansk Agricultural Institute","Krasnodar","Null","KBAI","Other",45.0421,38.9806
122,"RU","Arboretum","Khabarovsk","Null","KHAB","Botanic Garden",48.4767,135.094
123,"UA","Kharkiv National University Botanic Garden","Kharkiv","Kharkiv oblast","KHAR","Botanic Garden",50.0002,36.22487
124,"UA","Agricultural and Biological Station and Botanical Garden Of Kherson State University","Kherson","Null","KHER","Botanic Garden",46.64715,32.63097
125,"DE","Botanischer Garten der Universitat Kiel","Kiel","Schleswig-Holstein","KIEL","Botanic Garden",54.3413,10.1176
126,"UA","O.V. Fomin Botanical Garden / Ботанічний сад імені акад. О.В. Фоміна","Kiev","Kiev oblast","KIEV","Botanic Garden",50.44279,30.50355
127,"AT","Botanical Garden of the Carinthian Botanic Center (Landesmuseum Kärnten)","Klagenfurt","Carinthia","KL","Botanic Garden",46.6166,14.3
128,"MY","Rimba Ilmu Botanic Garden","Kuala Lumpur","Null","KLU","Botanic Garden",3.1502,101.7077
129,"DE","Botanischer Garten der Universitat Konstanz","Konstanz","Null","KON","Botanic Garden",51.5216,14.347
130,"RU","Polar-Alpine Botanical Garden-Institute","Apatity","Murmansk region","KPABG","Botanic Garden",67.6325,33.7239
131,"AU","Kings Park and Botanic Garden","West Perth","Western Australia","KPBG","Botanic Garden",-31.964312,115.831467
132,"PL","Botanic Garden of the Jagiellonian University","Kraków","Null","KRA","Botanic Garden",50.0666,19.9666
133,"RU","The Botanical Garden State University","Samara","Null","KUIB","Botanic Garden",53.2021,50.1596
134,"GH","Kwame Nkrumah University of Science & Technology$$ Kumasi","Kumasi","Null","KUU","Other",6.6986,-1.6243
135,"UA","M.M. Gryshko National Botanical Garden","Kiev","Null","KWHA","Botanic Garden",50.41393,30.56292
136,"NL","Hortus Botanicus Leiden","Leiden","Null","HBL","Botanic Garden",52.161,4.4901
137,"PG","National Botanical Gardens of PNG","Lae","Morobe Province","LAE","Botanic Garden",-6.7236,146.9909
138,"US","Los Angeles County Arboretum and Botanic Garden","Arcadia","California","Null","Botanic Garden",34.1439049,-118.051194
139,"IT","Giardini Botanici Hanbury","Ventimiglia (IM)","Null","LATT","Botanic Garden",43.7833,7.55
140,"CH","Musee et Jardins Botaniques Cantonaux","Lausanne","Switzerland","LAU","Botanic Garden",46.5,6.6166
141,"TJ","The Botanic Garden","Leninabad","Null","LBDG","Botanic Garden",40.215,69.6949
142,"SE","Botanic Garden$$ Lund University","Lund","Null","LD","Botanic Garden",55.7026,13.2
143,"GB","Botanical Experimental Garden","Leeds","Null","LDS","Botanic Garden",53.807524,-1.553589
144,"RU","Botanical Garden of the V.L. Komarov Botanical Institute / Ботанический институт им. В.Л.Комарова","St. Petersburg","Leningrad oblast","LE","Botanic Garden",59.939,30.3157
145,"RU","Botanical Garden of St. Petersburg State University / Ботанический сад СПбГУ","St. Petersburg","Leningrad oblast","LECB","Botanic Garden",59.939,30.3157
146,"RU","All Russian N.I. Vavilov Research Institute Botanic Garden","St Petersburg","Null","LEVAV","Botanic Garden",59.939,30.3157
147,"AT","Botanischer Garten und Naturkundliche Station der Stadt Linz","Linz","Null","LI","Botanic Garden",48.2879,14.2913
148,"CZ","Botanical Garden Liberec","Liberec","Null","LIM","Botanic Garden",50.767,15.0561
149,"PT","Jardim Botânico Tropical","Lisbon","Null","JBT","Botanic Garden",38.699444,-9.202222
5007,"RO","Suceava Genebank","Suceava","Null","Null","Gene/Seed Bank",47.636422,26.240279
5008,"FR","Jardin Conservatoire des Plantes Tinctoriales","Lauris","Provence-Alpes-Côte d'Azur","Null","Other",43.745533,5.312536
150,"GB","City of Liverpool Botanic Gardens","Liverpool","Null","LIVC","Botanic Garden",53.3622818,-2.8977575
151,"GB","University of Liverpool Botanic Gardens (at Ness)","Neston","Cheshire","LIVU","Botanic Garden",53.2734,-3.04252
152,"SI","Ljubljana University Botanic Garden","Ljubljana","Slovenia","LJU","Botanic Garden",46.0514,14.5059
153,"ES","Jardin Botanico NullViera y ClavijoNull","Las Palmas de Gran Canaria","Islas Canarias","LPA","Botanic Garden",28.045,-15.4765
154,"CN","Lushan Botanical Garden","Lushan","Jiangxi","LUS","Botanic Garden",29.5833,115.9833
155,"UA","Ukrainian National Forestry University Botanic Garden","L'viv","Null","LVOP","Botanic Garden",49.81388,24.02222
156,"IN","National Botanical Research Institute","Lucknow","Uttar Pradesh","LWG","Botanic Garden",26.9166,80.9833
157,"FR","Jardin Botanique de la Ville de Lyon","Lyon Cedex 01","Null","LYJB","Botanic Garden",45.7666,4.85
158,"DE","Botanischer Garten München-Nymphenburg","Munchen","Null","M","Botanic Garden",48.1391,11.5802
159,"ES","Real Jardin Botanico$$ CSIC","MADRID","Null","MA","Botanic Garden",40.4131,-3.6908
160,"US","Fullerton Arboretum","Fullerton","California","MACF","Botanic Garden",33.88809,-117.885424
161,"PT","Jardim Botanico da Madeira","Funchal","Madeira","MADJ","Botanic Garden",32.646313,-16.909706
162,"DE","Botanischer Garten der Philipps-Universität Marburg","Marburg","Null","MB","Botanic Garden",50.4818,8.4816
163,"MC","Jardin Exotique de Monaco","Monaco","Null","MCAR","Botanic Garden",43.7313,7.415
164,"AU","Royal Botanic Gardens$$ Victoria - Melbourne Gardens","Melbourne","Victoria","MEL","Botanic Garden",-37.8291413,144.9798453
165,"RU","Dendrological Park","Meshcherskoje","Null","MESHK","Botanic Garden",55.673,37.4143
166,"MX","Jardin Botanico del Instituto de Biologia (UNAM)","Mexico City$$ Coyoacan","Distrito Federal","MEXU","Botanic Garden",19.3253,-99.6045
167,"IN","University Botanic Garden","Coimbatore","Tamil Nadu","MH","Botanic Garden",11.0052,76.9707
168,"RU","Main Botanical Garden$$ Russian Academy of Sciences","Moscow","Null","MHA","Botanic Garden",55.7557,37.6176
169,"US","Matthaei Botanical Gardens & Nichols Arboretum","Ann Arbor","Michigan","MICH","Botanic Garden",42.299901,-83.665878
170,"US","Mitchell Park Horticultural Conservatory (The Domes)","Milwaukee","Wisconsin","MIL","Other",43.026236,-87.943834
171,"DE","Botanischer Garten der Johannes Gutenberg-Universität Mainz","Mainz","Null","MJG","Botanic Garden",49.9951,8.2674
172,"US","Missouri Botanical Garden","St. Louis","Missouri","MO","Botanic Garden",38.616703,-90.257964
173,"RU","Botanical Garden$$ VILAR / Институт лекарственных и ароматических растений","Moscow","Moscow oblast","MOSM","Botanic Garden",55.7557,37.6176
174,"RU","S.I. Rostovtsev Botanical Garden","Moscow","Moscow oblast","MOST","Botanic Garden",55.7557,37.6176
175,"FR","Jardins des Plantes de l‘Université","Montpellier","Null","MPU","Botanic Garden",43.6166,3.8833
176,"BY","Central Botanical Garden","MINSK","Null","MSK","Botanic Garden",53.9677,27.5765
177,"DE","Botanischer Garten der Westfaelischen Wilhelms Universitaet","Muenster","Null","MSTR","Botanic Garden",51.9647,7.6097
178,"CA","Montreal Botanical Garden / Jardin botanique de Montréal","Montreal","Quebec","MTJB","Botanic Garden",45.55968,-73.56383
179,"UY","Jardin Botanico","Montevideo","Null","Null","Botanic Garden",-34.8941,-56.0674
180,"RU","Moscow State University Botanical Garden / Ботанический сад Московского государственного университе","Moscow","Moscow oblast","MW","Botanic Garden",55.7557,37.6176
181,"VE","Jardin Botanico Universidad Central de Venezuela","Maracay","Null","MY","Botanic Garden",10.2446,-67.5937
182,"RU","Botanical Garden Kabardino-Balkars","Naltchik","Null","NALCH","Botanic Garden",43.4558,43.4399
183,"ZA","Kirstenbosch National Botanical Garden","Claremont$$ Cape Town","Western Cape","NBG","Botanic Garden",-33.9891,18.4341
184,"ZA","Free State National Botanical Garden","Bloemfontein","Free State","NBGB","Other",-29.0539,26.2123
185,"ZA","Drakensberg Botanic Garden","Harrismith","Free State","HARRS","Botanic Garden",-28.284986,29.164698
186,"ZA","Harold Porter National Botanical Garden","Betty's Bay","Western Cape","NBGH","Botanic Garden",-34.3474,18.9266
187,"ZA","Karoo Desert National Botanical Garden","Worcester","Western Cape","KNBG","Botanic Garden",-33.6127,19.4507
188,"ZA","Lowveld National Botanical Garden","Nelspruit","Mpumalanga","NBGL","Botanic Garden",-25.45,30.4833
189,"ZA","KwaZulu-Natal National Botanical Garden","Pietermaritzburg","KwaZulu-Natal","NBGN","Botanic Garden",-29.6075,30.348
4498,"CA","University of Saskatchewan Fruit Program","Saskatoon","Saskatchewan","Null","Botanic Garden",52.13317,-106.6314
190,"ZA","Walter Sisulu National Botanical Garden","Johannesburg","Gauteng","NBGW","Botanic Garden",-26.0873,27.8446
191,"FR","Conservatoire et Jardins Botaniques de Nancy","Villers-lès-Nancy","Nancy","NCY","Botanic Garden",48.6603,6.1275
192,"CH","Jardin botanique de Neuchâtel","Neuchatel","Null","NEU","Botanic Garden",47.0001,6.9345
193,"US","New England Wild Flower Society - Garden in the Woods","Framingham","Massachusetts","NEWF","Botanic Garden",42.3409959,-71.427515
4415,"US","Seeds of Success (SOS)","Washington","District of Columbia","Null","Network",38.90363,-77.03707
194,"CA","Memorial University Botanical Garden","St. John‘s","Newfoundland","NFLD","Botanic Garden",47.57155,-52.75896
195,"DE","Neuer Botanischer Garten der Universität Göttingen","Göttingen","Null","NGOET","Botanic Garden",51.5663,9.9845
196,"FR","Jardin Botanique de la Ville de Nice","Nice","Null","NICE","Botanic Garden",43.703,7.2137
197,"NL","Botanical and Experimental Garden$$ Radboud University","Nijmegen","The Netherlands","NIJ","Botanic Garden",51.8416,5.8586
198,"RU","Central Siberian Botanical Garden / Центральный сибирский ботаническй сад СО РАН","Novosibirsk","Novosibirsk oblast","NOVB","Botanic Garden",55.0392,82.9278
199,"NZ","Pukekura Park","New Plymouth","Null","NPNZ","Botanic Garden",-39.06883,174.08214
200,"AU","Royal Botanic Gardens Sydney","Sydney","New South Wales","NSW","Botanic Garden",-33.8644859,151.217536
201,"US","New York Botanical Garden$$ The","Bronx","New York","NY","Botanic Garden",40.8667875,-73.8832653
202,"NO","University of Oslo Botanical Garden","Oslo","Null","O","Botanic Garden",59.9138,10.7387
203,"CA","The University of Guelph Arboretum","Guelph","Ontario","OAC","Botanic Garden",43.53978,-80.21522
204,"DE","Botanischer Garten der Carl von Ossietzky-Universitat Oldenburg","Oldenburg","Null","OLD","Botanic Garden",53.1528,8.2083
205,"RU","The Botanical Garden$$ Agricultural Institute","Omsk","Null","OMSK","Botanic Garden",54.9709,73.3937
206,"ES","Jardin de Aclimatacion de la Orotava","Tenerife","Null","ORT","Botanic Garden",28.406,-16.5439
207,"FI","Botanical Gardens and Museum of Oulu University","Oulu","Null","OULU","Botanic Garden",65.0638,25.4638
208,"US","Buckhout Greenhouse$$ The","University Park","Pennsylvania","PAC","Botanic Garden",40.799564,-77.860266
209,"IT","Ente Giardini Botanici Villa Taranto","Pallanza","Null","PALZ","Botanic Garden",45.9229,8.5514
210,"TJ","Khorog Botanic Garden","Khorog","Null","PAMI","Botanic Garden",37.4872,71.5519
211,"IT","Istituto e Orto Botanico dell'Universita di Pavia","Pavia","Null","PAV","Botanic Garden",45.1949,9.1656
212,"US","Phipps Conservatory and Botanical Gardens","Pittsburgh","Pennsylvania","PCPT","Botanic Garden",40.439197,-79.94735
213,"PT","Jardim Botânico da Universidade do Porto","Porto","Portugal","PO","Botanic Garden",41.1562,-8.6573
214,"CZ","Charles University Botanic Garden  (Botanicka zahrada University Karlovy)","Prague","Null","PRC","Botanic Garden",50.0878,14.4204
215,"ZA","Pretoria National Botanical Garden","Pretoria","Gauteng","PRE","Botanic Garden",-25.7389,28.2721
216,"ZA","Manie van der Schijff Botanical Garden","Pretoria","Gauteng","PRU","Botanic Garden",-25.751662,28.22923
217,"LV","National Botanic Garden of Latvia","Salaspils","Null","RIGA","Botanic Garden",56.8693,24.3591
218,"LV","Botanical Garden of the University of Latvia$$ The","Riga","Null","RIGG","Botanic Garden",56.9533,24.0387
219,"GB","The Harris Garden","Reading","Null","RNG","Botanic Garden",51.437512,-0.938189
220,"NL","Trompenburg Gardens & Arboretum","Rotterdam","Null","ROT","Botanic Garden",51.9313,4.5176
221,"US","Rancho Santa Ana Botanic Garden","Claremont","California","RSA","Botanic Garden",34.1093056,-117.7149178
222,"RU","Botanic Garden of the Southern Federal University / Ботанический сад Южного Федерального университет","Rostov-on-Don","Rostov oblast","RV","Botanic Garden",47.2331,39.715
223,"RU","Saratov State University Botanic Garden","Saratov","Null","SARAT","Botanic Garden",51.5332,46.0345
224,"RU","Yakut Botanical Garden / Якутский ботанический сад","Yakutsk","Sakha (Yakutia) Republic","SASY","Botanic Garden",62.0392,129.7463
225,"RU","Stavropol Botanical Garden","STAVROPOL","Null","SBG","Botanic Garden",45.0391,41.9821
226,"SE","Bergius Botanic Garden","Stockholm","Null","SBT","Botanic Garden",59.3327,18.0644
227,"US","San Diego Zoo Safari Park","Escondido","California","SDAP","Zoological Institution",33.095083,-117.002356
228,"US","San Diego Zoo Botanical Gardens","San Diego","California","SDZO","Zoological Institution",32.7381587,-117.1487305
229,"US","Woodland Park Zoo - Horticulture","Seattle","Washington","SEAZ","Zoological Institution",47.668389,-122.350878
230,"GB","Tapton Experimental Garden","Sheffield","Null","SHD","Other",53.37961,-1.50309
231,"SG","Singapore Botanic Gardens","Singapore City","Singapore","SING","Botanic Garden",1.3144,103.8211
232,"ZW","National Botanic Garden","Harare","Null","SRGH","Botanic Garden",-17.8018,31.0514
233,"GB","St. Andrews Botanic Garden","St. Andrews","Fife","STA","Botanic Garden",56.334944,-2.804325
234,"FR","Jardin Botanique de l'Université de Strasbourg","Strasbourg","Null","STR","Botanic Garden",48.5829,7.7437
235,"GE","Sukhumi Botanical Garden","Sukhumi","Null","SUCH","Botanic Garden",43.0073,40.9891
236,"RU","Botanical Garden of the Urals Branch of Russian Academy of Sciences","Ekaterinburg","Null","SVER","Botanic Garden",56.8378,60.5968
237,"RU","Ural State University Botanical Garden","Ekaterinburg","Null","SVUR","Botanic Garden",56.8378,60.5968
238,"US","Sea World San Diego","San Diego","California","SWSD","Other",32.762212,-117.224107
239,"TJ","Dushanbe Botanic Garden","Dushanbe","Null","TAD","Botanic Garden",38.5737,68.7738
240,"TJ","Tadzhikistan State University Botanic Garden","Dushanbe","Null","TADU","Botanic Garden",38.5737,68.7738
241,"TW","Taipei Botanical Garden","Taipei City","Null","TAIF","Botanic Garden",25.0618,121.5475
242,"EE","Tallinn Botanic Garden","Tallinn","Null","TALL","Botanic Garden",59.4388,24.7544
