"BGCI.GardenID","CountryCode","Institution","City","State","IHCODE","InstitutionType","Latitude","Longitude"
2191,"AU","Burnley Gardens","Burnley","Null","BURN","Botanic Garden",-37.8296,145.02283
2192,"AU","Camperdown Botanic Gardens","Camperdown","Null","CAMPN","Botanic Garden",-38.23695,143.11773
2193,"AU","Castlemaine Botanical Garden","Castlemaine","Null","CASTM","Botanic Garden",-37.05262,144.21557
2195,"AU","Cataract Gorge","Launceston","Null","LAUNC","Other",-41.44606,147.118912
2196,"AU","Colac Botanical Gardens","Colac","Null","COLAC","Botanic Garden",-38.33258,143.59025
2197,"AU","Coolgardie Arboretum","Coolgardie","Null","COOL","Botanic Garden",-30.95403,121.16234
2198,"AU","Daintree Wilderness Refugium","Mossman","Queensland","DAIN","Other",-16.202791,145.406573
2199,"AU","Dame Elisabeth Murdoch Arboretum","Cranbourne","Null","DEMA","Botanic Garden",-38.155986,145.176429
2200,"AU","Emerald Botanic Gardens","Emerald","Null","EMER","Botanic Garden",-23.5317764,148.1654455
2201,"AU","Fairhill Native Plants & Botanic Gardens","Yandina","Null","YAND","Botanic Garden",-26.53765,152.96362
2203,"AU","Galaringi Botanic Parkland","Carlingford","Null","GALAR","Botanic Garden",-33.783948,151.053324
2204,"AU","George Pentland Botanic Gardens","Frankston","Null","GPFRK","Botanic Garden",-38.1529953,145.1289616
2205,"AU","Goondiwindi Botanic Gardens of the Western Woodlands","Goondiwindi","Null","GOONWI","Botanic Garden",-28.53184,150.27982
2206,"AU","Hamilton Botanic Gardens","Hamilton","VIC","HMAUS","Botanic Garden",-37.7468076,142.0238587
2207,"AU","Heritage Forest","Launceston","Null","HERFO","Other",-41.4099132,147.1398567
2208,"AU","Karwarra Australian Plant Garden","Kalorama","Victoria","KARWAR","Botanic Garden",-37.81683,145.38003
2209,"AU","Keilor Botanic Gardens","Keilor","Null","KEIL","Botanic Garden",-37.7131148,144.8569644
2210,"AU","Lake McDonald Botanic Gardens","Tewantin","Null","LKMCD","Botanic Garden",-26.38783,152.92977
2211,"AU","Maranoa Gardens","Camberwell","Victoria","MARAN","Botanic Garden",-37.8101008,145.0898296
2212,"AU","Monsoon Tropical Botanic Gardens","Mareeba","Null","MMONSO","Botanic Garden",-16.9911644,145.4223803
2213,"AU","Parks Victoria$$ Dandenong Ranges Gardens","Olinda","Victoria","MTDAN","Botanic Garden",-37.852225,145.36859
2214,"AU","Nangawooka Flora Park","Victor Harbor","Null","NANGA","Other",-35.5175676,138.6334059
2215,"AU","Nindethana","Meningie","Null","NIND","Other",-35.64127,139.22066
2216,"AU","Olive Pink Botanic Garden","Alice Springs","Northern Territory","OLIVE","Botanic Garden",-23.707704,133.882334
2217,"AU","Peter Francis Points Arboretum","Coleraine","Null","PFPA","Botanic Garden",-37.60798,141.68475
2218,"AU","Phillips Gardens","Maryborough","Null","PHILL","Other",-25.51866,152.66713
2219,"AU","Port Fairy Botanic Gardens","Port Fairy","Null","FAIRY","Botanic Garden",-38.3886,142.24356
2220,"AU","Queen Victoria Park","Beechworth","Null","QVPBE","Other",-36.35567,146.69172
2222,"AU","Sherwood Arboretum","Brisbane","Null","SHERB","Botanic Garden",-27.53109,152.9743
2223,"AU","St. Kilda Botanic Garden","St. Kilda","Victoria","STKIL","Botanic Garden",-37.870437,144.983898
2224,"AU","Sylvan Grove Native Garden","Bankstown","Null","SYLVN","Other",-33.97878,151.00037
2225,"AU","Tamborine Mountain Botanic Gardens","Tamborine Mt.","Null","TAMBO","Botanic Garden",-27.9154,153.20357
2226,"AU","Tasmanian Arboretum Inc","Devonport","Tasmania","TASARB","Botanic Garden",-41.230875,146.298497
4979,"AU","Tasmanian Seed Conservation Centre (TSCC)","Hobart","Tasmania","Null","Gene/Seed Bank",-42.86422,147.32896
2228,"AU","Wagga Wagga Botanic Gardens","Wagga Wagga","Null","WAGGA","Botanic Garden",-35.13109,147.36567
2230,"AU","Warrnambool Botanic Gardens","Warrnambool","Null","WARRN","Botanic Garden",-38.37394,142.48454
2231,"AU","Werribee Park","Werribee","Null","WERRI","Other",-37.9326571,144.6707743
2232,"AU","Westbourne Woods","Yarralumla","Null","WESTB","Other",-35.307098,149.093293
2233,"AU","Bendigo Botanic Gardens$$ White Hills","Bendigo","Victoria","WHIHL","Botanic Garden",-36.7238055,144.3064158
2234,"AU","Wilson Botanic Park","Narre Warren","Null","WILBP","Botanic Garden",-38.0256209,145.3399273
2236,"AU","Wombat Hill Botanical Gardens","Daylesford","Null","WOMBH","Botanic Garden",-37.3434,144.15088
2238,"AU","Illawarra Grevillea Park","Bulli","Null","ILLAW","Other",-34.3311817,150.9120224
2239,"AU","Kyneton Botanic Gardens","Kyneton","Null","KYNET","Botanic Garden",-37.25396,144.44994
2240,"AU","Malmsbury Botanic Gardens","Malmsbury","Null","MALMS","Botanic Garden",-37.1885618,144.3828515
2241,"AU","George Tindale Memorial Gardens","Sherbrooke","Null","GETIN","Other",-37.8802887,145.3658588
2242,"IN","The Rapinat Herbarium","Tiruchirapalli","Tamil Nadu","SHC","Other",10.8028,78.6987
2243,"CN","Urumqi Botanical Garden","Urumqi","Xinjiang","URUM","Botanic Garden",43.7826,87.5865
2244,"US","University of Illinois Arboretum","Urbana","Illinois","URBAN","Botanic Garden",40.101529,-88.221809
2245,"ES","Jardin Botanico de Bilbao","Bilbao","Null","BILB","Botanic Garden",43.2598,-2.9318
2246,"CU","Jardin Botanico de Matanzas","Matanzas","Null","MATAZ","Botanic Garden",23.05,-81.5833
2247,"VE","Herbario NullIRBRNull","Cumana-sucre","Null","IRBR","Other",10.4542,-64.1821
2248,"IT","Il Giardino Botanico Montano di Badde Salighes","Bolotana","Null","BTANA","Botanic Garden",40.3271,8.9602
2249,"IE","Glenveagh Castle Garden","Donegal","Null","DBN","Other",54.6544,-8.1107
2250,"US","Mountain Horticultural Crops Research & Extension Center","Mills River","North Carolina","FLETCH","Botanic Garden",35.426176,-82.560957
2251,"IN","Foundation for Revitalisation of Local Health Traditions (FRLHT)","Bangalore","Karnataka","FRLHT","Other",12.9716,77.5943
2252,"DE","Hessische Landesanstalt fur Forsteinrichtung","Munden","Null","MUNDEN","Other",51.4212,9.6549
2254,"BW","National Botanical Garden","GABORONE","Null","GABOR","Botanic Garden",-24.657,25.9089
2255,"CL","Andean Botanic Garden Project","Santiago","Null","ANDEA","Botanic Garden",-33.4253,-70.5664
2256,"KZ","Mangyshlak Experimental Botanic Garden","Aktau","Null","AKTAU","Botanic Garden",48.0333,72.8333
2258,"IL","Dead Sea Ein Gedi Botanic Garden","Null","Dead Sea","EINGE","Botanic Garden",31.5855,35.5957
2259,"RU","Cheboksary Branch of the Main Botanical Garden","Cheboksary","Null","TSCHB","Botanic Garden",56.1374,47.244
2260,"RU","Administracia Ocobo Ohraniaemyh Teritoriy","Essentuki","Null","OCOBO","Other",44.0498,42.8572
2261,"DE","Gewachshaus fur tropische Nutzpflanzen$$","Witzenhausen","Null","KASSE","Other",51.3394,9.8564
2262,"US","Montgomery Botanical Center","Coral Gables","Florida","MONTG","Botanic Garden",25.663027,-80.280851
2263,"AR","Jardín Botánico Oro Verde","Paraná","Entre Ríos","ERA","Botanic Garden",-31.8293,-60.5243
2264,"IN","Entomology Research Institute","Madras","Null","LOYOL","Other",13.0604,80.2496
2265,"CU","Estacion Experimental de Plantas Medicinales NullDr. Juan T. RoigNull","Havana","Null","PMEDI","Other",23.1333,-82.3666
2266,"CU","Instituto de Investigaciones Fundamentales en Agricultura Tropical NullAlejandro de HumboldtNull (INIFAT)$$","Havana","Null","TROAG","Other",23.1333,-82.3666
2268,"TT","Botanic Gardens","Scarborough","Null","TRIN","Botanic Garden",11.1839,-60.7367
2269,"GB","The National Memorial Arboretum","Ticknall","Null","UKMEM","Botanic Garden",52.727714,-1.731294
2270,"AU","Alice Springs Desert Park","Alice Springs","Northern Territory","ALICE","Botanic Garden",-23.706456,133.83236
2272,"US","Sunshine Farm and Gardens","Renick","West Virginia","SUNFG","Botanic Garden",38.06335,-80.43353
2274,"AR","Jardín Botánico Alberto Roth","Posadas","Misiones","POSADAS","Botanic Garden",-27.4081,-55.89666
2275,"AR","Jardín Botánico de la Facultad de Agronomía y Veterinaria","Esperanza","Santa Fe","SF","Botanic Garden",-31.43909,-60.94414
2276,"AR","Jardín Botánico NullLorenzo ParodiNull","Santa Fe","Santa Fe","MFA","Botanic Garden",-31.58749,-60.70608
2277,"AR","Jardín Botánico de Altura","Tilcara","Jujuy","TILCARA","Botanic Garden",-23.57684,-65.39528
2278,"AR","Jardín Botánico de la Fundación Miguel Lillo","San Miguel deTucumán","Tucumán","LIL","Botanic Garden",-26.8311,-65.2217
2279,"AR","Botanic Garden NullDr. Miguel J. CulaciatiNull","Huerta Grande","Córdoba","CULACI","Botanic Garden",-31.0768,-64.4919
2280,"AR","Jardín Botánico NullJuan WilliamsonNull","Santa Rosa","La Pampa","SRFA","Botanic Garden",-36.620411,-64.289909
2281,"AR","Jardín Botánico de la Universidad Nacional del Sur","Bahia Blanca","Buenos Aires","BBB","Botanic Garden",-38.70212,-62.26754
2282,"IN","Indian Botanical Garden","Jodhpur","Null","BSJO","Botanic Garden",26.2816,73.0231
2283,"IN","Botanical Survey of India","New Itanagar","Null","ARUNA","Botanic Garden",27.0922,93.6162
2284,"IN","Rhododendron Arboretum","Gangtok","Null","BSHC","Botanic Garden",27.3291,88.6169
2285,"IN","Surya Kunj","Almora","Null","PANT","Other",27.2073,78.0143
2286,"IN","Narendra Narayan Park","Cooch Behar","Null","COOCH","Other",26.3208,89.4633
2287,"IN","Indira Gandhi Memorial Botanical Garden$$","Rae Bareli","Null","INDIR","Botanic Garden",26.2276,81.2337
2288,"IN","Department of Botany and Botanic Garden$$","Madras","Null","PCM","Botanic Garden",10.8101,78.3006
2289,"IN","Tropical Forest Research Institute$$ (ICFRE)$$","Jabalpur","Madhya Pradesh","ICFRE","Other",23.1636,79.9442
2290,"IN","Kerala University Botanic Garden","Thiruvananthapuram","Null","KARIA","Botanic Garden",8.5036,76.9521
2291,"IN","Department of Botany and Botanic Garden$$","Bolpur","Null","RAVI","Botanic Garden",23.6624,87.7041
2292,"IN","Department of Botany and Botanic Garden$$","Varanasi","Null","BAN","Botanic Garden",25.282,82.9563
2293,"IN","Herbarium and Botanic Garden$$","Jammu-tawi","Null","JAMMU","Botanic Garden",32.7202,74.57
2294,"IN","Botanic Garden","Shillong","Null","MEGHA","Botanic Garden",25.5697,91.8758
2295,"IN","Uttarayan Complex and Gardens$$","Shantiniketan","Null","UTTAR","Other",12.9146,77.6026
2296,"IN","Maharaja Sayajirao University Botanic Gardens$$","Vadodara","Null","BARO","Botanic Garden",22.3065,73.1875
2297,"IN","Dept. of Botany & Botanic Garden","Jaipur","Null","RUBL","Botanic Garden",26.9051,75.8012
2298,"IN","Dept. of Botany & Botanic Garden","Guwahati","Null","GUWAH","Botanic Garden",26.1843,91.7515
2299,"IN","The Kashmir University Botanical Garden (KUBG)","Srinagar","Jummu and Kashmir","KASH","Botanic Garden",33.878,76.6637
2300,"IN","Government Botanic Gardens$$","Trivandrum","Null","TRIV","Botanic Garden",8.5036,76.9521
2301,"IN","Jawaharlal Nehru Botanic Garden","Rumtek","Sikkim","NEHRU","Botanic Garden",27.6028,88.4669
2302,"IN","Dept. of Bio-Sciences & Botanic Garden$$","Jammu Tawi","Null","JAMMU","Botanic Garden",33.878,76.6637
2303,"IN","Dept. of Botany & Botanic Garden$$","Hamdard Nagar","Null","HAMD","Botanic Garden",28.6353,77.2249
2304,"IN","Dept. of Life Sciences & Botanic Garden","Imphal","Null","IMPH","Botanic Garden",24.7877,93.941
2305,"IN","Botanic Garden","Trichur","Null","KFRI","Botanic Garden",10.5079,76.2093
2306,"IN","Chessa Botanic Garden","Itanagar","Null","VANB","Botanic Garden",27.0922,93.6162
2307,"IN","Dept. of Botany & Botanic Garden$$","Chitrakut","Null","CHITR","Botanic Garden",25.1651,80.8346
2308,"IN","Botanic Garden$$","Sirai Taluka","Null","TERAK","Botanic Garden",14.9625,76.2828
2309,"IN","Indian Institute of Horticultural Research$$","Bangalore","Null","HESSA","Other",12.9716,77.5943
2310,"IN","AVREFA Herbal Garden","Palghat","Null","AVRE","Botanic Garden",10.7681,76.6478
2311,"IN","Botanic Garden$$","Anand","Null","GUJAR","Botanic Garden",22.5608,72.9547
2313,"CH","Merian Gärten","Basel","Null","BRUGL","Botanic Garden",47.5596,7.5806
5085,"CN","Hong Kong Herbarium","Kowloon","Hong Kong","Null","Botanic Garden",22.331773,114.160333
2314,"IL","N‚ot Kdomim Biblical Garden","Ben Shemen","Null","BSHEM","Other",31.8028,35.0024
2316,"TW","Fushan Botanic garden","Yilan","Null","FUSHA","Botanic Garden",24.7606,121.7553
2317,"UA","Dnepropetrovsk National University Botanic Garden","Dnepropetrovsk","Null","DNEPR","Botanic Garden",48.27,35.03
2318,"CH","Eidgenossische Forschunganstalt fur Pflanzenbau","Zurich-reckenholz","Null","EIDGE","Other",47.4258,8.5171
2319,"NL","Belmonte Arboretum","Wageningen","Gelderland province","WAG","Botanic Garden",51.9646,5.6623
2320,"NL","Royal Burgers' Zoo","Arnhem","Null","BURDI","Zoological Institution",51.9797,5.9124
2321,"US","Lili'uokalani Botanic Garden","Honolulu","Hawaii","HLG","Botanic Garden",21.3149989,-157.8580477
2322,"US","Foster Botanical Garden","Honolulu","Hawaii","HFOS","Botanic Garden",21.3149989,-157.8580477
2323,"IN","Dept. of Botany & Botanic Garden","Mysore","Null","MYSUN","Botanic Garden",12.3033,76.6458
2324,"IN","Desert Botanic Garden","Jodhpur","Null","ICAR","Botanic Garden",26.2816,73.0231
2325,"EC","Parque Pedagogico Etnobotanico OMAERE","Puyo","Pastaza","OMAER","Other",-1.4864,-78.0082
2326,"RU","Botanic Garden","Suktuvkar","Null","SYKO","Botanic Garden",61.6818,50.8127
2327,"KN","Botanical Gardens of Nevis","Charlestown","Nevis","NEVIS","Botanic Garden",17.1412,-62.6271
2328,"JM","Strawberry Hill","St Andrew","Null","STRAW","Other",18.0486,-76.7598
2329,"ET","Botanic Gardens KCTE","Addis Ababa","Null","KCTE","Botanic Garden",9.0115,38.7593
2330,"AT","Botanischer Garten$$ Veterinarmedizinische Universitat","Vienna","Null","WUVET","Botanic Garden",48.2805,16.4153
2331,"GB","Newhaven Botanic Garden","Newhaven","Null","NEWHN","Botanic Garden",50.801696,0.053091
2332,"MD","Parcul NullDendriuNull","Enuscu","Null","ENUSC","Other",47.0046,28.8281
2333,"KW","Kuwait Botanic Garden","Safat","Null","SAFAT","Botanic Garden",29.3116,47.4817
2334,"RU","Botanic Garden of Scientific-Production Unity","Moscow","Null","NPOVI","Botanic Garden",55.7557,37.6176
2335,"RU","Botanic Garden of the Solovki History$$","Solovki","Null","SOLOV","Botanic Garden",64.5369,40.5655
2336,"CM","Bafut Botanic Garden","Bafut","Null","BAFUT","Botanic Garden",6.0845,10.1301
2337,"IN","Botanic Garden - College of Agriculture","Nagpur","Null","NAGPU","Botanic Garden",18.8233,76.9359
2338,"IT","Arboreto di Arco - Parco Arciducale","Trento","Null","TRENT","Botanic Garden",46.0702,11.1216
2339,"IT","Giardino Botanico Alpino NullChanousiaNull","Aosta","Italy","TURSB","Botanic Garden",45.0568,7.681
2340,"VN","Hanoi University of Pharmacy","Hanoi","Null","HANPH","Botanic Garden",21.019633,105.85888
2341,"LS","University Botanic Garden","Roma","Null","NUL","Botanic Garden",-29.4288,27.6996
2342,"JM","Royal Botanic Gardens$$ Hope","Kingston","Null","HOPE","Botanic Garden",17.9927,-76.792
2343,"GB","National Botanic Garden of Wales","Carmarthenshire","Wales","WALES","Botanic Garden",51.837559,-4.151757
2344,"GB","Bristol Zoo Gardens","Bristol","Null","BRZOO","Zoological Institution",51.463467,-2.622305
2345,"NO","Agder Botanical Garden","Kristiansand","Null","KMN","Botanic Garden",58.1446,7.9982
2346,"US","Chanticleer Foundation","Wayne","Pennsylvania","CHANT","Botanic Garden",40.0300461,-75.3908798
2347,"SI","Maribor University Botanic Garden","Hoče","Null","MARIB","Botanic Garden",46.5573,15.646
2348,"BE","Provinciaal Domein","Beernem","Null","BEER","Other",51.1497,3.3418
2349,"BE","De wereld van Kina: de Tuin","Ghent","Null","THIER","Other",51.0789,3.7292
2350,"BE","Antwerp Botanic Garden","Antwerp","Null","ANTPN","Botanic Garden",51.2187,4.3935
2351,"BE","Provinciaal Domein Rivierenhof","Deurne","Null","DEUR","Other",51.1896,4.4612
2352,"BE","Bijentuin","Schilde","Null","SCHILD","Other",51.2577,4.5813
2353,"BE","Dodoenstuin","Schilde","Null","SCHIL","Other",51.2577,4.5813
2354,"BE","Bokrijk Arboretum","Bokrijk","Null","GENK","Botanic Garden",50.9669,5.4898
2355,"BE","Provinciedomein Huizingen","Huizingen","Flanders","HUIZ","Botanic Garden",50.7491,4.2744
2357,"BE","Jardin des Plantes Medicinales","Brussels","Null","BRUX","Botanic Garden",50.8484,4.431
2358,"BE","Parc de Mariemont","Morlanwelz","Null","HEST","Other",50.4942,4.2427
2359,"ZA","The Garden Route Botanical Garden","George","Western Cape","GEORG","Botanic Garden",-33.946324,22.465018
4208,"AR","Parque Municipal de Especies Autóctonas NullEl AromitoNull","Federación","Entre Ríos","AROMI","Botanic Garden",-30.9863,-57.9126
2360,"AG","Antigua Botanic Gardens","St Johns","Null","Null","Botanic Garden",17.1175,-61.8455
2361,"BS","The Retreat Garden","NASSAU","Null","BAHAM","Other",25.0661,-77.339
2362,"US","Pua Mau Place Botanic & Sculpture Gardens","Kawaihae","Hawaii","VAP","Botanic Garden",19.965933,-155.680063
2363,"PK","Danishmandan Botanic Garden","Lahore","Null","DANIS","Botanic Garden",31.6,74.3139
2364,"US","California State Northridge Botanic Garden","Northridge","California","NRIDG","Botanic Garden",34.235638,-118.528638
2365,"VN","Tam Dao Botanic Garden","Tam Dao","Vinh Phuc Province","TDAO","Botanic Garden",21.52425,105.65423
2366,"MA","Jardin Botanique de l'I.A.V.","Rabat","Null","RABAT","Botanic Garden",33.9905,-6.8704
2367,"TN","Botanic Garden","Ariana","Null","ARIAN","Botanic Garden",36.875,9.9583
2368,"ES","Jardin Botanico-Historico NullLa ConcepcionNull de Malaga","Malaga","Null","MALAG","Botanic Garden",36.8114,-4.3559
2369,"AR","Jardín Botánico NullSelva MisioneraNull","Eldorado","Misiones","ELDOR","Botanic Garden",-26.405161,-54.665225
2370,"AR","Jardín Botánico Aníbal Oscar Carnevalini (Ca´a Porâ)","Concordia","Entre Ríos","CONCO","Botanic Garden",-31.39693,-58.01716
3549,"FR","Jardin d'Oiseaux Tropicaux","La Londe-les-Maures","Null","LOMAU","Private Collection",43.1642,6.2423
2372,"AR","Jardín Botánico de Bahía Blanca","Bahia Blanca","Buenos Aires","BAHIA","Botanic Garden",-38.73911,-62.24219
2374,"RW","Bukavu Arboretum/Garden","Cyangugu","Null","BUKAV","Botanic Garden",-2.4854,28.9103
2375,"BZ","Belize Botanic Gardens","San Ignacio","Cayo district","CAYO","Botanic Garden",17.16,-89.06
2376,"SA","King Saud University Botanic Garden","Riyadh","Riyadh","KSU","Botanic Garden",24.6748,46.6977
2377,"SA","National Commission for Wildlife Conservation and Development","Riyadh","Null","NCWCD","Other",24.6748,46.6977
2378,"CR","Instituto Nacional de Biodiversidad","Heredia","Null","INBIO","Other",10.3772,-83.9509
2379,"BS","Bahamas Botanic Garden","Nassau","Null","BAHAM","Botanic Garden",25.0661,-77.339
2381,"GB","Eden Project$$ The","Bodelva$$ Cornwall","Null","EDEN","Botanic Garden",50.361944,-4.744719
2382,"NZ","Hackfalls Arboretum","Tiniroto","Null","HACK","Botanic Garden",-38.769907,177.54079
2383,"US","Polly Hill Arboretum$$ The","West Tisbury","Massachusetts","POLLY","Botanic Garden",41.4029747,-70.6773216
2384,"IT","Arboreto Mediterraneo del Limbara","Sassari","Null","LIMB","Botanic Garden",40.7594,8.3871
2385,"LU","Arboretum Kirchberg","Luxembourg","Null","LUX","Botanic Garden",49.62786,6.158986
2386,"TH","Nong Nooch Tropical Botanical Garden","Pattaya","Chonburi province","NONGN","Botanic Garden",13.3621,100.9837
2387,"EC","Fundacion Jardin Botanico de Guayaquil","Guayaquil","Null","GUAYA","Botanic Garden",-2.2038,-79.8974
2388,"IT","Giardino Tropicale","Florence","Null","IAO","Botanic Garden",43.7687,11.2569
2389,"GB","Marks Hall Arboretum","Colchester","Essex","TPPT","Other",51.897405,0.673714
2390,"LS","Lesotho National Botanical Garden","Maseru","Null","LESOTH","Botanic Garden",-29.2976,27.4854
2391,"AU","Currency Creek Arboretum Eucalypt Research Centre","Old Reynella","South Australia","CREEK","Other",-35.454194,138.760867
2392,"AU","Denbly","Killarney","Null","DENB","Other",-38.33967,142.32
2393,"AU","Emu Creek Arboretum","Strathfieldsaye","Null","EMUC","Botanic Garden",-36.86755,144.34983
2394,"AU","Gayndah Botanical Gardens and Pioneer Place","Gayndah","Null","GAYN","Botanic Garden",-25.62369,151.63943
2395,"AU","Gisborne Botanic Gardens","Kyneton","Null","GISB","Botanic Garden",-37.48414,144.58824
2396,"AU","Kershaw Botanic Gardens","Rockhampton","Queensland","ROCKH","Botanic Garden",-23.399196,150.489963
2397,"AU","Kirk's Water wise Garden","Ballarat","Null","KIRK","Botanic Garden",-37.55177,143.93168
2398,"AU","Laurel Bank Park","Toowoomba","Null","TOOWB","Other",-27.5624658,151.9444339
2399,"AU","National Rhododendron Garden","Olinda","Victoria","OLIND","Botanic Garden",-37.846136,145.3731211
2400,"AU","Noosa Botanic Gardens","Tewantin","Queensland","NOOSA","Botanic Garden",-26.38783,152.92977
2401,"AU","Pirianda Garden","Olinda","Null","OLIND","Other",-37.8744519,145.3772712
2402,"AU","R J Hamer Arboretum","Olinda","Null","OLIND","Botanic Garden",-37.8544133,145.3821133
2403,"AU","Savill's Garden","Heywood","Null","SAVIL","Other",-38.1501,141.63876
2404,"AU","Tibooburra Outback Botanic Gardens","Tibooburra","Null","TIBOO","Botanic Garden",-29.42831,142.01138
2406,"GB","Chester Zoo Gardens","Chester","Null","CHZ00","Zoological Institution",53.22551,-2.87758
2407,"VE","Fundacion Jardin Botanico del Orinoco","Ciudad Bolivar","Bolivar","ORINO","Botanic Garden",8.0821,-63.5299
2408,"GB","Portmeirion Gardens","Wales","Null","PORTM","Other",52.91364,-4.09919
2409,"IL","Palistinian Botanical Garden","West Bank","Null","JERIC","Botanic Garden",32.54,35
2410,"US","Arboretum at the University of California$$ Santa Cruz","Santa Cruz","California","SACRZ","Botanic Garden",36.9775,-122.0534422
2411,"GB","The Living Rainforest","Thatcham","Berkshire","WYLD","Other",51.481848,-1.219013
2412,"ZM","Munda Wanga Trust Botanical Garden","Lusaka","Lusaka province","MUNDA","Botanic Garden",-15.5616,28.2724
2413,"IE","Castletown Estate","Carrick On Suir","Null","CASTL","Other",52.3434,-7.421
2414,"AR","Jardín Botánico Municipal de San Carlos Centro","San Carlos Centro","Santa Fe","SAFE","Botanic Garden",-31.736872,-61.092713
2415,"BT","Royal Botanical Garden$$ Serbithang","Serbithang","Thimphu","THIMP","Botanic Garden",27.4405,89.673
2416,"GB","Otley College Horticulture Dept","Ipswich","Null","OTLEY","Botanic Garden",52.139207,1.2153
2417,"GB","The Royal Zoological Society of Scotland","Edinburgh","Null","EZOO","Zoological Institution",55.942173,-3.269334
2418,"IL","Jericho Botanical Garden","Jerico","Null","JERWB","Botanic Garden",31.046,34.8516
2419,"BR","Instituto Plantarum","Nova Odessa SP","Null","NOVAO","Other",-22.7836,-47.2875
2500,"BO","Jardin Botanico Purani Churiquimbaya (Sorata)","La PAZ","Null","SORA","Botanic Garden",-16.499,-68.1462
2501,"GB","Bicton Park Botanical Gardens","Devon","Null","BICT","Botanic Garden",50.67211,-3.317751
2502,"MG","Arboretum d‘Antsokay","Toliara","Null","ANTS","Botanic Garden",-23.4147,43.8055
2503,"US","Betty Ford Alpine Gardens","Vail","Colorado","VAIL","Botanic Garden",39.633442,-106.4114869
2504,"GB","Tregothnan Estate","Truro","Cornwall","TREG","Other",50.240321,-5.005064
2505,"PH","La Union Botanical Garden","La Union","Null","UNION","Botanic Garden",6.7026,126.0879
2506,"US","American Orchid Society Visitors Center and Botanical Garden","Delray Beach","Florida","AOS","Botanic Garden",26.427933,-80.15289
2507,"GB","Trebah Garden Trust","Cornwall","Null","TREBA","Botanic Garden",50.10668,-5.121775
2508,"GB","High Beeches Gardens Conservation Trust","West Sussex","Null","HBGC","Other",51.063722,-0.182318
2509,"US","National Plant Germplasm System - USDA-ARS-NGRL","Beltsville","Maryland","ARS","Network",39.024133,-76.923149
2510,"US","Henry Foundation for Botanical Research$$ The","Gladwyne","Pennsylvania","HEN","Botanic Garden",40.0546397,-75.2898043
2511,"TZ","Ashanti Goldfields Tanzania Ltd","Gelta","Null","ASHA","Other",-2.8792,32.1739
2512,"US","Springs Preserve$$ The","Las Vegas","Nevada","LVSP","Botanic Garden",36.16927,-115.19065
2514,"IN","Sahyadri Botanical Garden","Kerala","Null","SAHY","Botanic Garden",10.5137,76.1589
2515,"NZ","Bason Botanic Gardens","Wanganui","Null","BASON","Botanic Garden",-39.884895,174.951113
2516,"BR","Parque Botânico do Ceará","Fortaleza","Ceará","CEARA","Botanic Garden",-3.7258,-38.5132
2517,"IN","Malabar Botanical Garden and Institute of Plant Sciences","Kozhikode","Kerala State","MALAB","Botanic Garden",11.25,75.78
2518,"MM","Wildlife and Sanctuaries Division - Forestry Department","Yangon","Yangon Region","HLAW","Other",16.79222,96.1592
2519,"FR","Jardin Botanique de la Faculte des Sciences Pharmaceutiques$$ Universté de Lille 2","Lille","Null","LILL","Botanic Garden",50.6371,3.063
2520,"IT","Die Gärten von Schloss Trauttmansdorff/I Giardini di Castel Trauttmansdorff/The Gardens of Trauttman","Meran/Merano","Null","TRAU","Botanic Garden",46.6552,11.188
2521,"FR","Conservatoire Botanique Pyreneen","Bagneres De Bigorr","Null","SALU","Botanic Garden",43.0677,0.1504
2522,"MX","Fundación Xochitla A.C.","Tepotzotlán","Mexico","XOC","Botanic Garden",19.4438,-99.2475
2523,"MX","Jardin Botanico - Ignacio Rodriguez Alconedo - BUAP","Puebla","Puebla","IRA","Botanic Garden",18.8905,-98.17
2524,"IT","Orto Botanico dell'Università del Salento","Lecce","Null","LECC","Botanic Garden",40.3333,18.1666
2525,"US","Cleveland Botanical Garden","Cleveland","Ohio","CLEV","Botanic Garden",41.510473,-81.610179
2526,"US","Cape Fear Botanical Garden","Fayetteville","North Carolina","FEAR","Botanic Garden",35.054901,-78.862174
2527,"CN","Beijing Medicinal Garden","Beijing","Null","XBEI","Botanic Garden",39.9055,116.3958
2528,"CA","Milner Gardens and Woodland","Qualicum Beach","British Columbia","MILN","Botanic Garden",49.35283,-124.41284
2529,"US","Georgia Southern Botanical Garden","Statesboro","Georgia","GAS","Botanic Garden",32.4220715,-81.7749785
2530,"KE","Moi University Botanic Garden","Eldoret","Null","MOI","Botanic Garden",0.5152,35.2663
2531,"US","Mounts Botanical Garden","West Palm Beach","Florida","WPB","Botanic Garden",26.685669,-80.114923
2532,"TN","Jardin des Plantes de la Ville de Tunis","Tunis","Null","BELV","Botanic Garden",36.8117,10.1761
2533,"RU","The Botanical Garden of the Biological Institute","Syktyvkar","Null","Null","Botanic Garden",61.6818,50.8127
2535,"US","Oregon Garden","Silverton","Oregon","AZH","Botanic Garden",44.9976935,-122.7943226
2536,"IE","Ballynatray Estate Gardens","Youghal","Null","YOU","Other",51.9532,-7.8504
2537,"CO","Campo Biologico Experimental-Laboratorio 125","Bogota","Null","UNC","Other",4.6473,-74.0962
2538,"GB","Harewood House Trust","Leeds","Null","HARE","Other",53.900915,-1.513073
